code,name,state,territory,country,quiz,latitude,longitude,population,national_capital,state_capital,manually_added,nicknames,db_match
mexico-43258,Santa Inés Morelos,Puebla,,Mexico,mexico,19.7615072,-97.6914092,164,0,0,0,,
mexico-43259,Santiago el Limón,Oaxaca,,Mexico,mexico,16.5525028,-97.9687858,164,0,0,0,,
mexico-43260,Siberia,Nuevo León,,Mexico,mexico,23.86013,-99.8411861,164,0,0,0,,
mexico-43261,Tanchicuín Piedras,Veracruz,,Mexico,mexico,22.06646,-98.2359569,164,0,0,0,,
mexico-43262,Tantoyuquita,San Luis Potosí,,Mexico,mexico,21.2423519,-98.7171069,164,0,0,0,,
mexico-43263,Tejocotal,Veracruz,,Mexico,mexico,19.7359544,-96.9371525,164,0,0,0,,
mexico-43264,Tinajas,Veracruz,,Mexico,mexico,19.8890889,-97.2157608,164,0,0,0,,
mexico-43265,Tomatepec,Guerrero,,Mexico,mexico,17.9073797,-98.8320344,164,0,0,0,,
mexico-43266,Tutotepec,Hidalgo,,Mexico,mexico,20.4267806,-98.2741194,164,0,0,0,,
mexico-43267,Tzum,Chiapas,,Mexico,mexico,16.7615339,-92.772885,164,0,0,0,,
mexico-43268,Unión Progreso,Chiapas,,Mexico,mexico,17.0024047,-92.7698353,164,0,0,0,,
mexico-43269,Villas de San José,Querétaro,,Mexico,mexico,20.4500592,-99.9574178,164,0,0,0,,
mexico-43270,Vista Hermosa,Veracruz,,Mexico,mexico,18.3499058,-95.3211647,164,0,0,0,,
mexico-43271,Yahuirachi,Chihuahua,,Mexico,mexico,27.5886489,-107.4902253,164,0,0,0,,
mexico-43272,Yosoo Ñuu Kuaa,Oaxaca,,Mexico,mexico,17.1874911,-97.7149692,164,0,0,0,,
mexico-43273,Acatitla,Veracruz,,Mexico,mexico,18.5931222,-97.0591678,163,0,0,0,,
mexico-43274,Adjuntas de Ahuacatlán,Querétaro,,Mexico,mexico,21.2322222,-99.5682689,163,0,0,0,,
mexico-43275,Allende,Guanajuato,,Mexico,mexico,20.9797722,-100.4581011,163,0,0,0,,
mexico-43276,Antimonio,México,,Mexico,mexico,18.8685575,-100.0377528,163,0,0,0,,
mexico-43277,Apatzingán,Jalisco,,Mexico,mexico,19.7891892,-103.1948786,163,0,0,0,,
mexico-43278,Apoxquila,Veracruz,,Mexico,mexico,18.5798325,-97.1246822,163,0,0,0,,
mexico-43279,Barrancón,Chiapas,,Mexico,mexico,15.4217714,-92.8634056,163,0,0,0,,
mexico-43280,Benito Juárez,Chiapas,,Mexico,mexico,15.2110411,-92.4087994,163,0,0,0,,
mexico-43281,Buenavista 2da. Sección,Tabasco,,Mexico,mexico,18.0985908,-93.8853164,163,0,0,0,,
mexico-43282,Campo México,Veracruz,,Mexico,mexico,18.2074239,-96.1482389,163,0,0,0,,
mexico-43283,Cantón las Lechugas 1,Chiapas,,Mexico,mexico,15.1079119,-92.4729936,163,0,0,0,,
mexico-43284,Caracoles Estrella,Oaxaca,,Mexico,mexico,17.9459647,-96.4282503,163,0,0,0,,
mexico-43285,Cebollas,Chihuahua,,Mexico,mexico,26.2135475,-106.5561381,163,0,0,0,,
mexico-43286,Cerrito de Varas Blancas,San Luis Potosí,,Mexico,mexico,21.6476783,-100.6824331,163,0,0,0,,
mexico-43287,Cerrito del Tepeyac,Hidalgo,,Mexico,mexico,20.0029742,-99.2726967,163,0,0,0,,
mexico-43288,Cerro Grande,Guerrero,,Mexico,mexico,18.4962914,-99.8361144,163,0,0,0,,
mexico-43289,Chacatitla Primera Sección,San Luis Potosí,,Mexico,mexico,21.5888014,-98.9510139,163,0,0,0,,
mexico-43290,Chiapa San Isidro,México,,Mexico,mexico,18.8210431,-99.5397917,163,0,0,0,,
mexico-43291,ChiK'Omtantic,Chiapas,,Mexico,mexico,16.9526703,-92.7255944,163,0,0,0,,
mexico-43292,Colonia Adolfo López Mateos,Zacatecas,,Mexico,mexico,22.1317292,-103.0206036,163,0,0,0,,
mexico-43293,Colonia el Aguaje,Guerrero,,Mexico,mexico,17.5141431,-98.5626656,163,0,0,0,,
mexico-43294,Colonia José María Morelos,Zacatecas,,Mexico,mexico,21.6206228,-102.9895056,163,0,0,0,,
mexico-43295,Crucero de Piaxtla,Sinaloa,,Mexico,mexico,23.8540644,-106.6163503,163,0,0,0,,
mexico-43296,Cuajinicuil,Oaxaca,,Mexico,mexico,16.8246708,-95.0131967,163,0,0,0,,
mexico-43297,Cueva Grande,Zacatecas,,Mexico,mexico,22.6631953,-103.3612106,163,0,0,0,,
mexico-43298,Ejido Visitación,México,,Mexico,mexico,19.7318064,-99.1153344,163,0,0,0,,
mexico-43299,El Aguacate,Michoacán,,Mexico,mexico,19.5249703,-101.5045733,163,0,0,0,,
mexico-43300,El Arrayán,Nayarit,,Mexico,mexico,22.8753125,-105.2094806,163,0,0,0,,
mexico-43301,El Balseadero,Michoacán,,Mexico,mexico,19.2073733,-100.5681325,163,0,0,0,,
mexico-43302,El Cacique,Veracruz,,Mexico,mexico,18.5793225,-95.8952331,163,0,0,0,,
mexico-43303,El Cerrito,Guerrero,,Mexico,mexico,16.8984764,-99.5470653,163,0,0,0,,
mexico-43304,El Cucurucho,Guanajuato,,Mexico,mexico,20.2849294,-100.4499767,163,0,0,0,,
mexico-43305,El Destacamento,Jalisco,,Mexico,mexico,19.9003597,-103.4759403,163,0,0,0,,
mexico-43306,El Encanto,Baja California,,Mexico,mexico,32.5009842,-115.3988403,163,0,0,0,,
mexico-43307,El Jondeón,Guerrero,,Mexico,mexico,18.1039681,-100.5244264,163,0,0,0,,
mexico-43308,El Lagarto,San Luis Potosí,,Mexico,mexico,21.3447789,-98.9751986,163,0,0,0,,
mexico-43309,El Lazo,Jalisco,,Mexico,mexico,20.7971578,-103.3286908,163,0,0,0,,
mexico-43310,El Maguey,Veracruz,,Mexico,mexico,21.4412042,-98.3567247,163,0,0,0,,
mexico-43311,El Manantial,Hidalgo,,Mexico,mexico,20.6635175,-99.1985128,163,0,0,0,,
mexico-43312,El Molino,Chihuahua,,Mexico,mexico,27.6109664,-105.3127253,163,0,0,0,,
mexico-43313,El Muertecito,Chihuahua,,Mexico,mexico,26.0294011,-107.0353569,163,0,0,0,,
mexico-43314,El Potrero de los González,Chihuahua,,Mexico,mexico,25.8563819,-106.88079,163,0,0,0,,
mexico-43315,El Prado,Chiapas,,Mexico,mexico,17.3564075,-92.2792664,163,0,0,0,,
mexico-43316,El Refugio de los Arquitos,Aguascalientes,,Mexico,mexico,21.9184994,-102.3798603,163,0,0,0,,
mexico-43317,El Rodeo,Jalisco,,Mexico,mexico,19.5487803,-104.0539297,163,0,0,0,,
mexico-43318,El Rosario,Oaxaca,,Mexico,mexico,16.8901033,-96.8282472,163,0,0,0,,
mexico-43319,El Sajío,Chiapas,,Mexico,mexico,14.6167444,-92.3157258,163,0,0,0,,
mexico-43320,El Salvador,Tamaulipas,,Mexico,mexico,22.4189231,-99.0592292,163,0,0,0,,
mexico-43321,El Tejabán,Michoacán,,Mexico,mexico,19.2057811,-101.901675,163,0,0,0,,
mexico-43322,El Zapotal,Veracruz,,Mexico,mexico,19.0305878,-96.2126919,163,0,0,0,,
mexico-43323,Fraccionamiento Xalpa,Morelos,,Mexico,mexico,18.8903375,-98.8752742,163,0,0,0,,
mexico-43324,General Castellanos Domínguez,Chiapas,,Mexico,mexico,17.26414,-92.5266528,163,0,0,0,,
mexico-43325,Guadalupe,Puebla,,Mexico,mexico,20.5181083,-97.9330072,163,0,0,0,,
mexico-43326,Hakaretsie,Jalisco,,Mexico,mexico,22.2137864,-104.3029475,163,0,0,0,,
mexico-43327,Huichapa,Hidalgo,,Mexico,mexico,21.1593444,-98.5116572,163,0,0,0,,
mexico-43328,Ixtayotla,México,,Mexico,mexico,18.6697522,-99.8237494,163,0,0,0,,
mexico-43329,Juan Manuel,San Luis Potosí,,Mexico,mexico,22.2504558,-101.1737981,163,0,0,0,,
mexico-43330,La Alcantarilla,México,,Mexico,mexico,19.8196636,-99.9432103,163,0,0,0,,
mexico-43331,La Campana,Nayarit,,Mexico,mexico,21.0219956,-104.5509119,163,0,0,0,,
mexico-43332,La Ceiba Nueva,Veracruz,,Mexico,mexico,17.6104192,-95.6263133,163,0,0,0,,
mexico-43333,La Esmeralda,Guanajuato,,Mexico,mexico,20.4048139,-101.874795,163,0,0,0,,
mexico-43334,La Estancita,Jalisco,,Mexico,mexico,20.5676472,-104.0101486,163,0,0,0,,
mexico-43335,La Leona,Nuevo León,,Mexico,mexico,24.6054486,-100.2909197,163,0,0,0,,
mexico-43336,La Mora,México,,Mexico,mexico,18.6359922,-99.8372911,163,0,0,0,,
mexico-43337,La Parota,Guerrero,,Mexico,mexico,17.0212544,-98.7669986,163,0,0,0,,
mexico-43338,La Pochota,Veracruz,,Mexico,mexico,18.7196992,-96.2520917,163,0,0,0,,
mexico-43339,La Pomarrosa el Chorro,Chiapas,,Mexico,mexico,16.8516047,-92.079125,163,0,0,0,,
mexico-43340,La Soledad,Michoacán,,Mexico,mexico,19.9190878,-101.6316142,163,0,0,0,,
mexico-43341,La Teja,Oaxaca,,Mexico,mexico,16.1742372,-97.7174889,163,0,0,0,,
mexico-43342,La Vereda,Querétaro,,Mexico,mexico,20.9995878,-99.8576681,163,0,0,0,,
mexico-43343,Lagunilla del Carmen,Chiapas,,Mexico,mexico,17.2216019,-93.1616578,163,0,0,0,,
mexico-43344,Las Canoas,Michoacán,,Mexico,mexico,19.5335953,-100.4452069,163,0,0,0,,
mexico-43345,Las Chinacas,Chihuahua,,Mexico,mexico,27.2428303,-108.6486278,163,0,0,0,,
mexico-43346,Las Maravillas 2,Campeche,,Mexico,mexico,18.2356889,-90.7918972,163,0,0,0,,
mexico-43347,Las Mezclitas,Zacatecas,,Mexico,mexico,22.3883283,-101.5775578,163,0,0,0,,
mexico-43348,Las Palmas,Chiapas,,Mexico,mexico,16.0563175,-93.6376978,163,0,0,0,,
mexico-43349,Las Pilas,Chiapas,,Mexico,mexico,15.5210928,-92.119075,163,0,0,0,,
mexico-43350,Lázaro Cárdenas,Oaxaca,,Mexico,mexico,17.9198775,-96.4373061,163,0,0,0,,
mexico-43351,Llanos de Tepoxtepec,Guerrero,,Mexico,mexico,17.4755917,-99.5278722,163,0,0,0,,
mexico-43352,Loma Bonita,Veracruz,,Mexico,mexico,18.7897075,-96.5575681,163,0,0,0,,
mexico-43353,Loma de Trojes,México,,Mexico,mexico,19.7112928,-99.4430583,163,0,0,0,,
mexico-43354,Loma Linda,Zacatecas,,Mexico,mexico,22.6617811,-101.4147908,163,0,0,0,,
mexico-43355,Los Esquiveles,Durango,,Mexico,mexico,24.6971736,-102.8183119,163,0,0,0,,
mexico-43356,Mangotitla,Veracruz,,Mexico,mexico,18.5941383,-96.951405,163,0,0,0,,
mexico-43357,Mariano Pérez Díaz,Chiapas,,Mexico,mexico,16.7794497,-93.9155097,163,0,0,0,,
mexico-43358,Mesa del Corozo,Querétaro,,Mexico,mexico,21.1935364,-99.0642817,163,0,0,0,,
mexico-43359,Mirandilla,Jalisco,,Mexico,mexico,20.3943503,-104.6970561,163,0,0,0,,
mexico-43360,Nevería,Veracruz,,Mexico,mexico,19.0347489,-96.9484967,163,0,0,0,,
mexico-43361,Nueva Cruz,Chiapas,,Mexico,mexico,16.2058094,-91.7341817,163,0,0,0,,
mexico-43362,Nuevo Poblado de Nadadores,Coahuila,,Mexico,mexico,27.0781656,-101.7101383,163,0,0,0,,
mexico-43363,Ocotlán Temalacayucan,Tlaxcala,,Mexico,mexico,19.2989394,-97.6984853,163,0,0,0,,
mexico-43364,Oxpantla,Hidalgo,,Mexico,mexico,21.0317428,-98.4040589,163,0,0,0,,
mexico-43365,Pabalam,Yucatán,,Mexico,mexico,20.7369581,-87.8293169,163,0,0,0,,
mexico-43366,Palos Caídos,Puebla,,Mexico,mexico,19.9786483,-98.1145008,163,0,0,0,,
mexico-43367,Piedra Negra,Oaxaca,,Mexico,mexico,16.1956806,-96.4823872,163,0,0,0,,
mexico-43368,Playa de los Cocos,Nayarit,,Mexico,mexico,21.4666444,-105.1901944,163,0,0,0,,
mexico-43369,Potrero de García,Veracruz,,Mexico,mexico,19.6318867,-97.0252211,163,0,0,0,,
mexico-43370,Potrero Largo,México,,Mexico,mexico,19.7760086,-99.4159011,163,0,0,0,,
mexico-43371,Primavera,Jalisco,,Mexico,mexico,21.1966956,-101.8079292,163,0,0,0,,
mexico-43372,Rancho Nuevo,San Luis Potosí,,Mexico,mexico,21.9486203,-99.1110656,163,0,0,0,,
mexico-43373,Río los Peces,Oaxaca,,Mexico,mexico,15.8707194,-96.5399367,163,0,0,0,,
mexico-43374,Rojas,Guanajuato,,Mexico,mexico,20.3621281,-101.127225,163,0,0,0,,
mexico-43375,Rosario 2da. Sección,Chiapas,,Mexico,mexico,17.4326769,-92.9103339,163,0,0,0,,
mexico-43376,San Andrés,Chiapas,,Mexico,mexico,17.3275,-92.7675,163,0,0,0,,
mexico-43377,San Antonio,Nayarit,,Mexico,mexico,21.3704886,-105.0654081,163,0,0,0,,
mexico-43378,San Antonio del Llano,Guanajuato,,Mexico,mexico,21.0834311,-100.3591669,163,0,0,0,,
mexico-43379,San Cayetano,Michoacán,,Mexico,mexico,19.2337817,-101.7872058,163,0,0,0,,
mexico-43380,San Cristóbal,Guerrero,,Mexico,mexico,18.1218892,-101.5294933,163,0,0,0,,
mexico-43381,San Cristóbal Ixcatlán,Oaxaca,,Mexico,mexico,16.8194192,-96.6779697,163,0,0,0,,
mexico-43382,San José de los Hornos,Sinaloa,,Mexico,mexico,25.9012819,-107.6401136,163,0,0,0,,
mexico-43383,San José de los Nuncios,Coahuila,,Mexico,mexico,25.5594872,-100.8371125,163,0,0,0,,
mexico-43384,San José Pueblo Nuevo,Oaxaca,,Mexico,mexico,16.9110411,-97.9621858,163,0,0,0,,
mexico-43385,San Juan del Río,Chiapas,,Mexico,mexico,16.9106489,-92.3330631,163,0,0,0,,
mexico-43386,San Judas Tadeo,Chiapas,,Mexico,mexico,14.8417497,-92.4467728,163,0,0,0,,
mexico-43387,San Pelayo,Nayarit,,Mexico,mexico,21.3909278,-104.0895989,163,0,0,0,,
mexico-43388,Santa Clara,Tamaulipas,,Mexico,mexico,23.7029978,-99.0557289,163,0,0,0,,
mexico-43389,Santa Fe,Jalisco,,Mexico,mexico,20.0082497,-104.2842569,163,0,0,0,,
mexico-43390,Santa Inés Sola,Oaxaca,,Mexico,mexico,16.4814814,-96.9434847,163,0,0,0,,
mexico-43391,Santa Lucía Tierra Blanca,Oaxaca,,Mexico,mexico,16.1641636,-97.1274114,163,0,0,0,,
mexico-43392,Santa Rosa,Puebla,,Mexico,mexico,19.0391111,-98.084925,163,0,0,0,,
mexico-43393,Sayoltepec,Veracruz,,Mexico,mexico,20.9899953,-98.2095475,163,0,0,0,,
mexico-43394,Seis de Noviembre,Chiapas,,Mexico,mexico,17.2382133,-92.7645831,163,0,0,0,,
mexico-43395,Soledad Grande,Michoacán,,Mexico,mexico,19.3116733,-100.7213136,163,0,0,0,,
mexico-43396,Talayotes,Chihuahua,,Mexico,mexico,26.4020564,-107.3267094,163,0,0,0,,
mexico-43397,Tejabanes Viejos,Sonora,,Mexico,mexico,26.9988167,-109.5925358,163,0,0,0,,
mexico-43398,Tejas Crudas,Guerrero,,Mexico,mexico,16.3703061,-98.5399789,163,0,0,0,,
mexico-43399,Tepetumayo,Tlaxcala,,Mexico,mexico,19.1647433,-98.0983631,163,0,0,0,,
mexico-43400,Tepetzingo,Puebla,,Mexico,mexico,20.0661364,-97.4950225,163,0,0,0,,
mexico-43401,Tlamaya Santiago,San Luis Potosí,,Mexico,mexico,21.19253,-98.876685,163,0,0,0,,
mexico-43402,Toluquilla,Michoacán,,Mexico,mexico,19.8778658,-100.2607947,163,0,0,0,,
mexico-43403,Tres Hermanos San Isidro,Chiapas,,Mexico,mexico,14.6011011,-92.2979983,163,0,0,0,,
mexico-43404,Tulatengo,Guerrero,,Mexico,mexico,18.2674128,-100.3017133,163,0,0,0,,
mexico-43405,Unión y Progreso,Durango,,Mexico,mexico,25.2214994,-104.5742256,163,0,0,0,,
mexico-43406,Valle de Guadalupe,San Luis Potosí,,Mexico,mexico,21.9521972,-99.9865706,163,0,0,0,,
mexico-43407,Venta Chica,Puebla,,Mexico,mexico,20.1369956,-98.0977606,163,0,0,0,,
mexico-43408,Villa Rica,Veracruz,,Mexico,mexico,19.0792942,-96.1085525,163,0,0,0,,
mexico-43409,Xalapa,Veracruz,,Mexico,mexico,19.4784692,-96.7827433,163,0,0,0,,
mexico-43410,Xilhuazo,San Luis Potosí,,Mexico,mexico,21.2647219,-98.8641669,163,0,0,0,,
mexico-43411,Xilico,Veracruz,,Mexico,mexico,20.9593061,-98.187265,163,0,0,0,,
mexico-43412,Xodhé,Querétaro,,Mexico,mexico,20.6020411,-99.6226056,163,0,0,0,,
mexico-43413,Yodonguio,Oaxaca,,Mexico,mexico,17.4469181,-97.2084183,163,0,0,0,,
mexico-43414,Ajtetic Alto,Chiapas,,Mexico,mexico,16.7029239,-92.8256444,162,0,0,0,,
mexico-43415,Alfonso Reyes,Nuevo León,,Mexico,mexico,26.0759703,-99.5926914,162,0,0,0,,
mexico-43416,Ampliación la Purísima,Morelos,,Mexico,mexico,18.9940461,-98.9211058,162,0,0,0,,
mexico-43417,Ampliación la Reforma,Veracruz,,Mexico,mexico,20.116835,-96.9260322,162,0,0,0,,
mexico-43418,Arena de Hidalgo,Tabasco,,Mexico,mexico,17.4120111,-91.5624486,162,0,0,0,,
mexico-43419,Arroyo del Pajarito,Oaxaca,,Mexico,mexico,16.4665792,-96.9283353,162,0,0,0,,
mexico-43420,Asunción Buenavista,Oaxaca,,Mexico,mexico,17.1120042,-97.5689586,162,0,0,0,,
mexico-43421,Bordo la Luz,Guanajuato,,Mexico,mexico,21.1148772,-100.359605,162,0,0,0,,
mexico-43422,Campamento de Vacas,Guerrero,,Mexico,mexico,17.5983806,-100.32509,162,0,0,0,,
mexico-43423,Campo 7B,Chihuahua,,Mexico,mexico,28.6200611,-106.9631425,162,0,0,0,,
mexico-43424,Capadero,Guanajuato,,Mexico,mexico,20.9530614,-100.8598092,162,0,0,0,,
mexico-43425,Carucheo Grande,Michoacán,,Mexico,mexico,19.8925525,-101.3776467,162,0,0,0,,
mexico-43426,Cerro Acececa,Veracruz,,Mexico,mexico,21.3196394,-98.3210169,162,0,0,0,,
mexico-43427,Cerro del Tecomate,Michoacán,,Mexico,mexico,19.7785394,-100.3163161,162,0,0,0,,
mexico-43428,Cerro Macho,Hidalgo,,Mexico,mexico,20.3797428,-98.2674772,162,0,0,0,,
mexico-43429,Cerro Prieto,Oaxaca,,Mexico,mexico,17.6584347,-97.1886025,162,0,0,0,,
mexico-43430,Charloco,Oaxaca,,Mexico,mexico,16.9828247,-97.9703642,162,0,0,0,,
mexico-43431,Colonia el Rosario,Sinaloa,,Mexico,mexico,25.0757014,-107.6772892,162,0,0,0,,
mexico-43432,Colonia José Preza,Veracruz,,Mexico,mexico,19.8843769,-97.1081047,162,0,0,0,,
mexico-43433,Colonia la Perla,Guanajuato,,Mexico,mexico,20.8963439,-101.5194242,162,0,0,0,,
mexico-43434,Colonia Santa Elena,Guerrero,,Mexico,mexico,18.0858808,-99.6251503,162,0,0,0,,
mexico-43435,Comisariados,Hidalgo,,Mexico,mexico,20.0332817,-98.8319147,162,0,0,0,,
mexico-43436,Copalillo,Puebla,,Mexico,mexico,18.8829428,-98.4558708,162,0,0,0,,
mexico-43437,Cruces,Guanajuato,,Mexico,mexico,20.6494839,-101.1999825,162,0,0,0,,
mexico-43438,Cruz de Mujer,Hidalgo,,Mexico,mexico,20.1557281,-98.5965397,162,0,0,0,,
mexico-43439,Cruz de Piedra,Colima,,Mexico,mexico,19.1880556,-103.8936111,162,0,0,0,,
mexico-43440,Cuajinicuil,Oaxaca,,Mexico,mexico,16.5947097,-97.2426092,162,0,0,0,,
mexico-43441,Cuitlapa,Guerrero,,Mexico,mexico,18.6947728,-99.6243506,162,0,0,0,,
mexico-43442,Doroteo Arango,Sinaloa,,Mexico,mexico,24.5686931,-107.2912156,162,0,0,0,,
mexico-43443,Ejido San Pedrito,Hidalgo,,Mexico,mexico,20.3676044,-98.3458308,162,0,0,0,,
mexico-43444,El Aquichal,Tamaulipas,,Mexico,mexico,23.1546289,-99.0518908,162,0,0,0,,
mexico-43445,El Arbolito,Querétaro,,Mexico,mexico,20.6755864,-99.5391939,162,0,0,0,,
mexico-43446,El Calichar,Guanajuato,,Mexico,mexico,20.4894194,-100.4931736,162,0,0,0,,
mexico-43447,El Carrizal,Jalisco,,Mexico,mexico,20.0005444,-103.3888889,162,0,0,0,,
mexico-43448,El Chiflido,Veracruz,,Mexico,mexico,17.770895,-94.5017375,162,0,0,0,,
mexico-43449,El Chucumpún,Guerrero,,Mexico,mexico,18.4078389,-100.5318667,162,0,0,0,,
mexico-43450,El Dorado Número Dos,Sinaloa,,Mexico,mexico,25.5076592,-108.5957544,162,0,0,0,,
mexico-43451,El Huizache,México,,Mexico,mexico,18.6670183,-99.9662878,162,0,0,0,,
mexico-43452,El Laco,Sinaloa,,Mexico,mexico,24.5574361,-107.7036758,162,0,0,0,,
mexico-43453,El Mastranzo,Jalisco,,Mexico,mexico,20.8881608,-102.3978703,162,0,0,0,,
mexico-43454,El Nogal,Jalisco,,Mexico,mexico,20.7344903,-102.3809783,162,0,0,0,,
mexico-43455,El Nopal,Michoacán,,Mexico,mexico,19.1792908,-102.4291856,162,0,0,0,,
mexico-43456,El Norteño,Sinaloa,,Mexico,mexico,25.8756569,-108.3364569,162,0,0,0,,
mexico-43457,El Otatal,Chiapas,,Mexico,mexico,16.0927542,-93.8392269,162,0,0,0,,
mexico-43458,El Palmar,Tamaulipas,,Mexico,mexico,24.7257894,-98.8689739,162,0,0,0,,
mexico-43459,El Peñón,Tamaulipas,,Mexico,mexico,23.1348628,-99.1503675,162,0,0,0,,
mexico-43460,El Progreso,Chiapas,,Mexico,mexico,16.8825314,-92.9191856,162,0,0,0,,
mexico-43461,El Refugio,San Luis Potosí,,Mexico,mexico,23.6891308,-100.8586144,162,0,0,0,,
mexico-43462,El Refugio,Tamaulipas,,Mexico,mexico,24.5126853,-99.1867,162,0,0,0,,
mexico-43463,El Sacrificio,Campeche,,Mexico,mexico,18.1853186,-91.35248,162,0,0,0,,
mexico-43464,El Sifón,Puebla,,Mexico,mexico,19.7884319,-98.1051283,162,0,0,0,,
mexico-43465,El Sustito,Hidalgo,,Mexico,mexico,20.0458944,-98.5257583,162,0,0,0,,
mexico-43466,El Tatoto,Oaxaca,,Mexico,mexico,17.8006211,-97.8153044,162,0,0,0,,
mexico-43467,El Totole,Jalisco,,Mexico,mexico,19.4778233,-104.6127531,162,0,0,0,,
mexico-43468,Emiliano Zapata,Chihuahua,,Mexico,mexico,27.4855022,-105.7897575,162,0,0,0,,
mexico-43469,Guani,Guanajuato,,Mexico,mexico,20.7220344,-100.6588883,162,0,0,0,,
mexico-43470,Güera,Sinaloa,,Mexico,mexico,25.8796061,-107.9935853,162,0,0,0,,
mexico-43471,Huizachal,Veracruz,,Mexico,mexico,21.4295311,-98.2095475,162,0,0,0,,
mexico-43472,Independencia,Veracruz,,Mexico,mexico,21.0295789,-97.8660981,162,0,0,0,,
mexico-43473,Isleta Grande,Veracruz,,Mexico,mexico,22.0823242,-98.1830575,162,0,0,0,,
mexico-43474,Ixtepec,Puebla,,Mexico,mexico,18.9471433,-98.4803217,162,0,0,0,,
mexico-43475,Ixtlahuaca,Puebla,,Mexico,mexico,19.8637572,-98.0035158,162,0,0,0,,
mexico-43476,José López Portillo,Oaxaca,,Mexico,mexico,16.7286731,-94.0628556,162,0,0,0,,
mexico-43477,La Cañada Honda,Nuevo León,,Mexico,mexico,25.3385222,-99.9921111,162,0,0,0,,
mexico-43478,La Candelaria,Chiapas,,Mexico,mexico,16.88938,-93.4036947,162,0,0,0,,
mexico-43479,La Ceiba,Quintana Roo,,Mexico,mexico,18.7926386,-88.5008792,162,0,0,0,,
mexico-43480,La Cortina,Michoacán,,Mexico,mexico,19.3786467,-102.0212792,162,0,0,0,,
mexico-43481,La Estación,Michoacán,,Mexico,mexico,19.91152,-101.7601678,162,0,0,0,,
mexico-43482,La Estancia,Hidalgo,,Mexico,mexico,21.1789456,-98.9928486,162,0,0,0,,
mexico-43483,La Flor Lote Uno,Chiapas,,Mexico,mexico,15.2534094,-92.5210628,162,0,0,0,,
mexico-43484,La Joya,Querétaro,,Mexico,mexico,20.8156589,-100.5519853,162,0,0,0,,
mexico-43485,La Luna,Michoacán,,Mexico,mexico,19.3396419,-102.5033172,162,0,0,0,,
mexico-43486,La Nopalera,Oaxaca,,Mexico,mexico,17.0596914,-96.8793508,162,0,0,0,,
mexico-43487,La Nueva Trinidad Campo 3,Campeche,,Mexico,mexico,19.3949669,-89.7055072,162,0,0,0,,
mexico-43488,La Pardita,Zacatecas,,Mexico,mexico,24.2954469,-101.4392433,162,0,0,0,,
mexico-43489,La Parotita,Guerrero,,Mexico,mexico,18.1525664,-101.7974211,162,0,0,0,,
mexico-43490,La Paz,Guerrero,,Mexico,mexico,17.9472744,-101.8444894,162,0,0,0,,
mexico-43491,La Playa y Anexos,Guerrero,,Mexico,mexico,18.7816442,-100.7199558,162,0,0,0,,
mexico-43492,La Soledad,Jalisco,,Mexico,mexico,20.6353231,-102.5552814,162,0,0,0,,
mexico-43493,Las Cruces,Oaxaca,,Mexico,mexico,16.2475617,-95.4314947,162,0,0,0,,
mexico-43494,Las Isletas,Guerrero,,Mexico,mexico,16.76147,-99.1125111,162,0,0,0,,
mexico-43495,Las Marías,Chiapas,,Mexico,mexico,15.539735,-92.0502078,162,0,0,0,,
mexico-43496,Las Pilas,Jalisco,,Mexico,mexico,19.5354656,-104.6739708,162,0,0,0,,
mexico-43497,Las Pilas,Sinaloa,,Mexico,mexico,25.4289269,-108.4400003,162,0,0,0,,
mexico-43498,Llano de las Flores,Guerrero,,Mexico,mexico,17.0591975,-98.526185,162,0,0,0,,
mexico-43499,Loma de Santuario,Guerrero,,Mexico,mexico,17.4493917,-98.9692194,162,0,0,0,,
mexico-43500,Loma Larga,Oaxaca,,Mexico,mexico,17.322675,-96.9748417,162,0,0,0,,
mexico-43501,Los Bordones,San Luis Potosí,,Mexico,mexico,21.3080181,-98.7219539,162,0,0,0,,
mexico-43502,Los Naranjos,Oaxaca,,Mexico,mexico,15.9168497,-96.8969086,162,0,0,0,,
mexico-43503,Los Vasitos,Sinaloa,,Mexico,mexico,24.6300161,-107.0794528,162,0,0,0,,
mexico-43504,Los Yáñez,Jalisco,,Mexico,mexico,21.5765572,-102.6061303,162,0,0,0,,
mexico-43505,Los Zarqueños,Durango,,Mexico,mexico,25.60942,-104.9612906,162,0,0,0,,
mexico-43506,Manzana la Ciénega,Michoacán,,Mexico,mexico,19.6050275,-100.3882358,162,0,0,0,,
mexico-43507,Matlala,Guerrero,,Mexico,mexico,17.4716767,-99.1997008,162,0,0,0,,
mexico-43508,Miguel Hidalgo,Zacatecas,,Mexico,mexico,23.5453544,-103.2812064,162,0,0,0,,
mexico-43509,Miramar,Chiapas,,Mexico,mexico,15.9855081,-92.2375578,162,0,0,0,,
mexico-43510,Niños Héroes,Chiapas,,Mexico,mexico,16.4492286,-94.0145478,162,0,0,0,,
mexico-43511,Nuevo Chapultepec,Chiapas,,Mexico,mexico,16.0830019,-91.7601892,162,0,0,0,,
mexico-43512,Nuevo Durango Campo 1,Campeche,,Mexico,mexico,19.4182925,-89.4160789,162,0,0,0,,
mexico-43513,Nuevo Ejido San Pedro de los Hernández,San Luis Potosí,,Mexico,mexico,22.3695981,-100.2068742,162,0,0,0,,
