name,state,country,population,latitude,longitude,percentageOfSessions
Crespo,Entre Ríos,Argentina,24295,-32.03075951,-60.30609205,
Villa Elisa,Buenos Aires,Argentina,24273,-34.85146688,-58.08543294,
Pirané,Formosa,Argentina,24256,-25.73264982,-59.10980806,
Cinco Saltos,Río Negro,Argentina,24208,-38.82756075,-68.06616813,
Catriel,Río Negro,Argentina,24195,-37.87552098,-67.79451061,
25 de Mayo,Buenos Aires,Argentina,24177,-35.43247108,-60.17155935,
San Francisco del Monte,Mendoza,Argentina,24148,-32.92273626,-68.79329621,
Juan Bautista Alberdi,Tucumán,Argentina,24122,-27.58587292,-65.61729672,
Villa Bosch,Buenos Aires,Argentina,24073,-34.58681563,-58.57380621,
Unquillo,Córdoba,Argentina,23948,-31.23715238,-64.31176369,
Villa Maipú,Buenos Aires,Argentina,23873,-34.56889499,-58.52444105,
Mar de Ajó,Buenos Aires,Argentina,23860,-36.72955529,-56.67729563,
Río Ceballos,Córdoba,Argentina,23832,-31.16975013,-64.31750417,
Garupá,Misiones,Argentina,23636,-27.48377711,-55.82970166,
Embarcación,Salta,Argentina,23602,-23.2104201,-64.09724632,
Loma Hermosa,Buenos Aires,Argentina,23564,-34.56867525,-58.60214227,
San Antonio de Areco,Buenos Aires,Argentina,23396,-34.24363813,-59.47365234,
Arroyo Seco,Santa Fe,Argentina,23291,-33.15813852,-60.51193822,
Villa Coronel José Matías Zapiola,Buenos Aires,Argentina,23278,-34.55886817,-58.5766496,
Sunchales,Santa Fe,Argentina,23145,-30.94507703,-61.56066214,
Villa Granaderos de San Martín,Buenos Aires,Argentina,23106,-34.55107175,-58.5288645,
El Calafate,Santa Cruz,Argentina,22863,-50.33802954,-72.26066524,
Merlo,San Luis,Argentina,22775,-32.34263514,-65.01373253,
General Villegas,Buenos Aires,Argentina,22688,-35.03263427,-63.01502565,
Laboulaye,Córdoba,Argentina,22661,-34.12863224,-63.39070171,
Martín Coronado,Buenos Aires,Argentina,22513,-34.58376766,-58.5967037,
La Quiaca,Jujuy,Argentina,22492,-22.10445178,-65.59637347,
El Bolsón,Río Negro,Argentina,22400,-41.96502163,-71.53436359,
San José,Tucumán,Argentina,22399,-26.76933447,-65.232855,
Rodeo de la Cruz,Mendoza,Argentina,22352,-32.92104639,-68.73890298,
San Miguel del Monte,Buenos Aires,Argentina,22314,-35.44104388,-58.80345145,
Rojas,Buenos Aires,Argentina,22261,-34.19774243,-60.7337007,
Montecarlo,Misiones,Argentina,22228,-26.56665372,-54.7661268,
Río Segundo,Córdoba,Argentina,22191,-31.65015276,-63.91186284,
Lisandro Olmos,Buenos Aires,Argentina,22061,-34.99905739,-58.04861583,
Coronel Pringles,Buenos Aires,Argentina,21872,-37.98566778,-61.35039743,
Vera,Santa Fe,Argentina,21703,-29.45922862,-60.21477195,
Pablo Podestá,Buenos Aires,Argentina,21612,-34.58494881,-58.61163798,
Ranelagh,Buenos Aires,Argentina,21564,-34.78778724,-58.20318537,
Villa Carmela,Tucumán,Argentina,21527,-26.76797275,-65.27240906,
Tres Isletas,Chaco,Argentina,21393,-26.34032456,-60.43126153,
Coquimbito,Mendoza,Argentina,21318,-32.97092965,-68.75673094,
Puerto Rico,Misiones,Argentina,21312,-26.80859168,-55.02212684,
Villa Hipódromo,Mendoza,Argentina,21268,-32.9110213,-68.85870375,
Bermejo,Mendoza,Argentina,21243,-32.86731313,-68.7795397,
La Punta,San Luis,Argentina,21144,-33.18367514,-66.31248095,
Quimili,Santiago del Estero,Argentina,21070,-27.64468625,-62.4173702,
General Juan Madariaga,Buenos Aires,Argentina,21056,-36.99529195,-57.13686126,
Morteros,Córdoba,Argentina,21022,-30.71066778,-62.00723646,
Perdriel,Mendoza,Argentina,20748,-33.07490319,-68.88839529,
Saladas,Corrientes,Argentina,20667,-28.25506703,-58.62372675,
San Andrés de Giles,Buenos Aires,Argentina,20638,-34.44237742,-59.44751918,
Federal,Entre Ríos,Argentina,20604,-30.95621428,-58.77958751,
Firmat,Santa Fe,Argentina,20499,-33.45814352,-61.48621036,
Villa General José Tomás Guido,Buenos Aires,Argentina,20489,-34.55265691,-58.56715318,
Santa Elena,Entre Ríos,Argentina,20425,-30.94446,-59.78912129,
El Carmen,Jujuy,Argentina,20410,-24.38928598,-65.26154232,
Chacras de Coria,Mendoza,Argentina,20361,-32.96948164,-68.87151408,
El Manantial,Tucumán,Argentina,20284,-26.84805294,-65.28186074,
Gálvez,Santa Fe,Argentina,20124,-32.03028175,-61.22432863,
Bella Vista,Tucumán,Argentina,20051,-27.03279193,-65.30708986,
Rodeo del Medio,Mendoza,Argentina,20008,-32.99486843,-68.68596596,
Santos Lugares,Buenos Aires,Argentina,19759,-34.60300703,-58.54082496,
Villa José León Suárez,Buenos Aires,Argentina,19708,-34.53099532,-58.57631108,
Carlos Casares,Buenos Aires,Argentina,19605,-35.62247375,-61.36549513,
El Medanito,San Juan,Argentina,19560,-31.58306096,-68.50472434,
Ayacucho,Buenos Aires,Argentina,19522,-37.15276099,-58.48837917,
General Belgrano,Buenos Aires,Argentina,19488,-35.7656762,-58.49716327,
San Antonio Oeste,Río Negro,Argentina,19462,-40.73013258,-64.93897107,
Santa Teresita,Buenos Aires,Argentina,19394,-36.5405925,-56.69294074,
San Jorge,Santa Fe,Argentina,19390,-31.8961531,-61.8596533,
Federación,Entre Ríos,Argentina,19347,-30.99026274,-57.91776232,
Luis Lagomarsino,Buenos Aires,Argentina,19334,-34.41067185,-58.77904805,
Quequén,Buenos Aires,Argentina,19331,-38.56611335,-58.70618079,
Canning,Buenos Aires,Argentina,19256,-34.8570184,-58.49790722,
Coronda,Santa Fe,Argentina,19173,-31.97448481,-60.91609192,
La Cieneguita,Mendoza,Argentina,19039,-32.85615927,-68.84454966,
Rufino,Santa Fe,Argentina,19027,-34.26187282,-62.7110666,
Recreo,Santa Fe,Argentina,19016,-31.49089311,-60.73544887,
Joaquín V. González,Salta,Argentina,18951,-25.11739139,-64.12477324,
Capilla del Rosario,Mendoza,Argentina,18951,-32.90678905,-68.7668004,
Camet,Buenos Aires,Argentina,18812,-37.94014119,-57.54994249,
Las Varillas,Córdoba,Argentina,18812,-31.87038479,-62.71966478,
Diamante,Entre Ríos,Argentina,18766,-32.07075725,-60.63820834,
Villa Aberastain,San Juan,Argentina,18616,-31.65804257,-68.57941343,
Junín de los Andes,Neuquén,Argentina,18536,-39.95088494,-71.07086358,
Puerto Esperanza,Misiones,Argentina,18526,-26.0206124,-54.61520117,
Pilar,Córdoba,Argentina,18520,-31.68126524,-63.88239584,
Fray Luis Beltrán,Santa Fe,Argentina,18498,-32.78154811,-60.73101147,
Billinghurst,Buenos Aires,Argentina,18493,-34.57520769,-58.57473853,
Kilómetro 8 - Don Bosco,Chubut,Argentina,18477,-45.7892313,-67.43123896,
Ostende,Buenos Aires,Argentina,18451,-37.1296811,-56.87120195,
Villa Sarmiento,Buenos Aires,Argentina,18375,-34.63335939,-58.57040712,
Matheu,Buenos Aires,Argentina,18303,-34.38524509,-58.82780565,
Nordelta,Buenos Aires,Argentina,18234,-34.402196,-58.65462383,
Los Toldos,Buenos Aires,Argentina,18186,-34.99997083,-61.03874001,
Colonia Santa Rosa,Salta,Argentina,18177,-23.39429535,-64.42557858,
Los Gutiérrez,Tucumán,Argentina,18142,-26.80644484,-65.14144858,
El Pato,Buenos Aires,Argentina,18105,-34.8848301,-58.17385174,
Las Lomitas,Formosa,Argentina,18088,-24.70813561,-60.59137688,
Puerto General San Martín,Santa Fe,Argentina,17969,-32.71603864,-60.73139389,
Juan María Gutiérrez,Buenos Aires,Argentina,17870,-34.83390945,-58.18380769,
Fernández,Santiago del Estero,Argentina,17833,-27.92531529,-63.89458838,
El Trébol,Buenos Aires,Argentina,17825,-34.8756789,-58.54193781,
San Luis del Palmar,Corrientes,Argentina,17801,-27.50769866,-58.55614772,
Villa Porteña,Buenos Aires,Argentina,17729,-34.88715497,-57.89808633,
Candelaria,Misiones,Argentina,17645,-27.46121792,-55.74396323,
Villa del Rosario,Córdoba,Argentina,17625,-31.5541005,-63.53569732,
Manuel Bernardo Gonnet,Buenos Aires,Argentina,17552,-34.88185468,-58.01032082,
Ringuelet,Buenos Aires,Argentina,17551,-34.88480373,-57.99150774,
Dique Luján,Buenos Aires,Argentina,17530,-34.36130509,-58.68656099,
Monte Quemado,Santiago del Estero,Argentina,17391,-25.80356959,-62.83013195,
Carcarañá,Santa Fe,Argentina,17354,-32.85738566,-61.15186665,
Toay,La Pampa,Argentina,17336,-36.67389805,-64.37978972,
Villa Juan Martín de Pueyrredón,Buenos Aires,Argentina,17271,-34.57206733,-58.56233748,
Plátanos,Buenos Aires,Argentina,17220,-34.78180757,-58.17018562,
San José,Entre Ríos,Argentina,17207,-32.20771883,-58.21879894,
Navarro,Buenos Aires,Argentina,17065,-35.00590672,-59.27828398,
Buena Nueva,Mendoza,Argentina,17005,-32.89705405,-68.7604654,
Puerto Deseado,Santa Cruz,Argentina,16935,-47.75171941,-65.90094873,
Cafayate,Salta,Argentina,16916,-26.07304397,-65.97598338,
Carapachay,Buenos Aires,Argentina,16914,-34.52820513,-58.53461345,
Santa Rosa de Calamuchita,Córdoba,Argentina,16886,-32.06437801,-64.53956196,
Villa Gregoria Matorras,Buenos Aires,Argentina,16828,-34.53806824,-58.54909067,
Villa Ocampo,Santa Fe,Argentina,16804,-28.48677261,-59.35474733,
San Benito,Entre Ríos,Argentina,16788,-31.78302234,-60.44145931,
La Falda,Córdoba,Argentina,16719,-31.09442652,-64.48294765,
Ciudad Jardín Lomas del Palomar,Buenos Aires,Argentina,16714,-34.60205711,-58.59181293,
Rosario del Tala,Entre Ríos,Argentina,16708,-32.30067551,-59.1390668,
El Algarrobal,Mendoza,Argentina,16683,-32.836885,-68.77075774,
San Clemente del Tuyú,Buenos Aires,Argentina,16662,-36.35419313,-56.72567931,
Colonia Wanda,Misiones,Argentina,16591,-25.97336638,-54.5630397,
Tostado,Santa Fe,Argentina,16535,-29.2327297,-61.77120786,
Villa San Martín (Est. Loreto),Santiago del Estero,Argentina,16533,-28.30098634,-64.18413929,
El Colorado,Formosa,Argentina,16470,-26.30906102,-59.37230805,
Las Cañas,Mendoza,Argentina,16430,-32.9116366,-68.81737798,
Benito Juárez,Buenos Aires,Argentina,16425,-37.67428497,-59.80480518,
Cerrillos,Salta,Argentina,16191,-24.89581252,-65.48714482,
San Javier,Santa Fe,Argentina,16185,-30.58166754,-59.92810052,
Ceres,Santa Fe,Argentina,16144,-29.88189414,-61.94509371,
San Salvador,Entre Ríos,Argentina,16142,-31.62496088,-58.50503201,
Malvinas Argentinas,Córdoba,Argentina,16105,-31.37425358,-64.05369173,
Santa Lucía,Corrientes,Argentina,16097,-28.98985225,-59.10076255,
Punta Lara,Buenos Aires,Argentina,16093,-34.809816,-57.98379874,
Pigüé,Buenos Aires,Argentina,16073,-37.60254871,-62.40836148,
Chos Malal,Neuquén,Argentina,16045,-37.37482788,-70.27633107,
Plaza Huincul,Neuquén,Argentina,16035,-38.93012389,-69.20777789,
Aristóbulo del Valle,Misiones,Argentina,16007,-27.09567565,-54.89341761,
Carmen de Areco,Buenos Aires,Argentina,15976,-34.37666208,-59.82269653,
Monterrico,Jujuy,Argentina,15895,-24.44296045,-65.16609331,
Aldo Bonzi,Buenos Aires,Argentina,15762,-34.70698373,-58.51916862,
Ingeniero Guillermo Nicasio Juárez,Formosa,Argentina,15755,-23.90373915,-61.84242927,
Pampa del Indio,Chaco,Argentina,15712,-26.049025,-59.94275358,
Ramallo,Buenos Aires,Argentina,15611,-33.48520212,-60.00443842,
La Ribera,San Luis,Argentina,15601,-33.69193053,-65.50225007,
Villa España,Buenos Aires,Argentina,15571,-34.77547188,-58.19944158,
Magdalena,Buenos Aires,Argentina,15500,-35.08073936,-57.51760189,
Belén,Catamarca,Argentina,15479,-27.64952925,-67.02631661,
La Lonja,Buenos Aires,Argentina,15410,-34.44848604,-58.84609571,
Ingenio San Pablo,Tucumán,Argentina,15392,-26.86999221,-65.31089253,
Tupungato,Mendoza,Argentina,15323,-33.37284091,-69.14757429,
Capitán Sarmiento,Buenos Aires,Argentina,15296,-34.17127985,-59.79359868,
San Cristóbal,Santa Fe,Argentina,15288,-30.31168942,-61.23620625,
Berisso,Buenos Aires,Argentina,15280,-34.87029379,-57.88332535,
General Acha,La Pampa,Argentina,15204,-37.37821278,-64.60421873,
Villa San Luis,Buenos Aires,Argentina,15161,-34.85737721,-58.27381312,
Humahuaca,Jujuy,Argentina,15141,-23.20592951,-65.34745358,
Rauch,Buenos Aires,Argentina,15089,-36.77441471,-59.08828914,
General Pinedo,Chaco,Argentina,15033,-27.32538616,-61.28099828,
Villa Libertad,Buenos Aires,Argentina,15031,-34.58427841,-58.56261178,
Fraile Pintado,Jujuy,Argentina,14856,-23.94411649,-64.80303534,
Recreo,Catamarca,Argentina,14798,-29.27886026,-65.05861148,
General Fernández Oro,Río Negro,Argentina,14778,-38.95412107,-67.92922627,
Mendiolaza,Córdoba,Argentina,14651,-31.26404437,-64.30912777,
Oncativo,Córdoba,Argentina,14643,-31.9134321,-63.6820214,
Sáenz Peña,Buenos Aires,Argentina,14624,-34.60014857,-58.52763324,
Río Colorado,Río Negro,Argentina,14590,-38.9908343,-64.09582508,
Villa Ramallo,Buenos Aires,Argentina,14581,-33.49803274,-60.06555311,
La Carlota,Córdoba,Argentina,14547,-33.41797768,-63.29362894,
General Mosconi,Salta,Argentina,14496,-22.59616861,-63.81099938,
San Pedro,Misiones,Argentina,14496,-26.6255314,-54.11630191,
Comandante Andresito,Misiones,Argentina,14492,-25.66716484,-54.04986175,
Montecristo,Córdoba,Argentina,14456,-31.34198602,-63.9472253,
Lobería,Buenos Aires,Argentina,14453,-38.16338493,-58.7818468,
Chamical,La Rioja,Argentina,14437,-30.35943988,-66.31265828,
El Sauce,Mendoza,Argentina,14415,-32.87286369,-68.75375619,
General Cabrera,Córdoba,Argentina,14385,-32.81457295,-63.87495722,
San José de Feliciano,Entre Ríos,Argentina,14378,-30.38544374,-58.75025728,
Andalgalá,Catamarca,Argentina,14341,-27.58301893,-66.31543268,
Las Parejas,Santa Fe,Argentina,14314,-32.68294986,-61.52244902,
Vistalba,Mendoza,Argentina,14272,-33.04082632,-68.92536199,
San José de Jáchal,San Juan,Argentina,14206,-30.24174608,-68.74645648,
Villa Tulumaya,Mendoza,Argentina,14118,-32.7214492,-68.59577572,
Daireaux,Buenos Aires,Argentina,14106,-36.59963294,-61.74754241,
Sarmiento,Chubut,Argentina,14098,-45.58686791,-69.06894096,
Las Rosas,Santa Fe,Argentina,14096,-32.47505087,-61.57650817,
Puente de Hierro,Mendoza,Argentina,14045,-32.86747552,-68.67580868,
San José del Rincón,Santa Fe,Argentina,14019,-31.60650591,-60.56744194,
General Las Heras,Buenos Aires,Argentina,13994,-34.92690929,-58.94670695,
Lima,Buenos Aires,Argentina,13982,-34.04479489,-59.19614915,
América,Buenos Aires,Argentina,13957,-35.48916405,-62.97589168,
Mar del Tuyú,Buenos Aires,Argentina,13899,-36.57387698,-56.6908899,
El Carril,Salta,Argentina,13896,-25.07667191,-65.48923668,
Villa Castells,Buenos Aires,Argentina,13808,-34.8758418,-58.01089765,
San Javier,Misiones,Argentina,13754,-27.86948012,-55.13871524,
Tinogasta,Catamarca,Argentina,13711,-28.06556163,-67.56436898,
Santa María,Catamarca,Argentina,13687,-26.69452509,-66.04796693,
Máximo Paz,Buenos Aires,Argentina,13670,-34.93686944,-58.61887361,
Choele Choel,Río Negro,Argentina,13588,-39.29635539,-65.65767868,
La Lucila,Buenos Aires,Argentina,13554,-34.4986954,-58.48860219,
Laguna Paiva,Santa Fe,Argentina,13523,-31.30735775,-60.65992247,
Rada Tilly,Chubut,Argentina,13494,-45.92496645,-67.55372444,
La Ciénaga,Salta,Argentina,13458,-24.80113558,-65.46002295,
Barrio 9 de Julio,Mendoza,Argentina,13441,-32.9268078,-68.65659424,
Las Lajitas,Salta,Argentina,13389,-24.72740169,-64.19546598,
Clodomira,Santiago del Estero,Argentina,13384,-27.58056429,-64.13522558,
Chepes,La Rioja,Argentina,13281,-31.34097359,-66.59192316,
Pinamar,Buenos Aires,Argentina,13254,-37.11108112,-56.86523369,
Villa La Angostura,Neuquén,Argentina,13252,-40.76299584,-71.64100192,
El Corte,Tucumán,Argentina,13248,-26.8299851,-65.1564396,
Simoca,Tucumán,Argentina,13217,-27.26290402,-65.3579173,
Villa Berthet,Chaco,Argentina,13157,-27.2853227,-60.41597449,
Almafuerte,Córdoba,Argentina,13155,-32.19239047,-64.25574521,
Presidencia de la Plaza,Chaco,Argentina,13149,-26.99864313,-59.84637728,
Campo Quijano,Salta,Argentina,13124,-24.90813339,-65.64298302,
Panquehuá,Mendoza,Argentina,13084,-32.83951388,-68.83154073,
Oliva,Córdoba,Argentina,13008,-32.03825861,-63.57067645,
El Zapallar,Mendoza,Argentina,12935,-32.85854867,-68.82128438,
Capilla del Monte,Córdoba,Argentina,12921,-30.85686917,-64.52635052,
Carlos Tomás Sourigues,Buenos Aires,Argentina,12867,-34.80625235,-58.21538848,
Ugarteche,Mendoza,Argentina,12848,-33.21207015,-68.8913509,
Armstrong,Santa Fe,Argentina,12775,-32.78528907,-61.60330991,
General Deheza,Córdoba,Argentina,12733,-32.75632726,-63.78913255,
Villa Media Agua,San Juan,Argentina,12718,-31.98144683,-68.42667274,
La Consulta,Mendoza,Argentina,12707,-33.73384717,-69.11988526,
Saldán,Córdoba,Argentina,12685,-31.31530621,-64.30352868,
Pueblo Esther,Santa Fe,Argentina,12666,-33.07229303,-60.57499357,
El Dique,Buenos Aires,Argentina,12657,-34.89478776,-57.93426726,
Las Toscas,Santa Fe,Argentina,12635,-28.35489284,-59.25930167,
Puerto San Julián,Santa Cruz,Argentina,12581,-49.3140863,-67.71974422,
San Ignacio,Misiones,Argentina,12514,-27.25861333,-55.53897479,
Fray Luis Beltrán,Mendoza,Argentina,12449,-33.00664222,-68.64967144,
Calchaquí,Santa Fe,Argentina,12407,-29.88800929,-60.28311615,
Roque Pérez,Buenos Aires,Argentina,12344,-35.40057631,-59.33483215,
Villa Marqués Alejandro María de Aguado,Buenos Aires,Argentina,12337,-34.55636231,-58.53882484,
Corzuela,Chaco,Argentina,12309,-26.95130654,-60.97033827,
San Carlos Centro,Santa Fe,Argentina,12291,-31.72658762,-61.09073013,
Aguaray,Salta,Argentina,12243,-22.24487266,-63.73533441,
El Trébol,Santa Fe,Argentina,12226,-32.19804143,-61.7019156,
Calilegua,Jujuy,Argentina,12181,-23.77456886,-64.77003704,
Hipólito Yrigoyen,Salta,Argentina,12148,-23.24434315,-64.27655263,
Villa  Elisa,Entre Ríos,Argentina,12115,-32.16321874,-58.40053158,
Abasto,Buenos Aires,Argentina,12110,-34.98675913,-58.09086571,
Coronel Dorrego,Buenos Aires,Argentina,12092,-38.71879987,-61.28836025,
Santa Rosa,Corrientes,Argentina,12041,-28.26727891,-58.12272438,
Empedrado,Corrientes,Argentina,11977,-27.95070303,-58.80309521,
Río Primero,Córdoba,Argentina,11962,-31.33387179,-63.61857238,
Hernando,Córdoba,Argentina,11951,-32.4278814,-63.7334711,
El Libertador,Buenos Aires,Argentina,11938,-34.55542702,-58.61281079,
Batán,Buenos Aires,Argentina,11899,-38.00776208,-57.71050324,
La Colonia,Mendoza,Argentina,11834,-33.09894137,-68.48049952,
Villa Progreso,Buenos Aires,Argentina,11819,-34.9240533,-57.89988523,
Santa María de Punilla,Córdoba,Argentina,11792,-31.27563826,-64.46362726,
Justo Daract,San Luis,Argentina,11784,-33.86337403,-65.17805841,
Puerto Tirol,Chaco,Argentina,11772,-27.37404119,-59.08927616,
Barrio San Felipe,Tucumán,Argentina,11743,-26.872105,-65.23245353,
El Chorrillo,San Luis,Argentina,11743,-33.28889933,-66.26663598,
Vicuña Mackenna,Córdoba,Argentina,11741,-33.91564167,-64.38985456,
Pampa del Infierno,Chaco,Argentina,11740,-26.5035584,-61.17657245,
San Bernardo,Chaco,Argentina,11708,-27.28671932,-60.71284917,
Kilómetro 5 - Presidente Ortíz,Chubut,Argentina,11640,-45.81421534,-67.45599852,
Brinkmann,Córdoba,Argentina,11596,-30.86647958,-62.04310673,
Tapiales,Buenos Aires,Argentina,11588,-34.69905221,-58.50785754,
La Leonesa,Chaco,Argentina,11558,-27.03814872,-58.70724862,
Mina Clavero,Córdoba,Argentina,11540,-31.72942764,-65.00500034,
Villa General Belgrano,Córdoba,Argentina,11525,-31.97649281,-64.55905366,
Capilla del Señor,Buenos Aires,Argentina,11519,-34.29414004,-59.09927098,
Acasusso,Buenos Aires,Argentina,11506,-34.47822866,-58.50268001,
Leones,Córdoba,Argentina,11455,-32.65935527,-62.29726758,
Jesús Nazareno,Mendoza,Argentina,11414,-32.92379217,-68.78231374,
Junín,Mendoza,Argentina,11399,-33.14653115,-68.48726907,
Villa General Juan Gregorio de Las Heras,Buenos Aires,Argentina,11325,-34.56054044,-58.55854079,
La Rinconada,San Juan,Argentina,11321,-31.69046361,-68.586634,
Pedro Luro,Buenos Aires,Argentina,11277,-39.50149687,-62.67982877,
Ibarreta,Formosa,Argentina,11233,-25.21449976,-59.85889244,
Totoras,Santa Fe,Argentina,11214,-32.58427249,-61.16669974,
Viale,Entre Ríos,Argentina,11192,-31.87210903,-60.01295125,
Dos de Mayo,Misiones,Argentina,11108,-27.01993677,-54.68453097,
Abra Pampa,Jujuy,Argentina,11097,-22.72269227,-65.69703918,
Río Turbio,Santa Cruz,Argentina,11083,-51.53642264,-72.33785491,
Corral de Bustos,Córdoba,Argentina,11073,-33.28309285,-62.18654292,
Ranchos,Buenos Aires,Argentina,11038,-35.51640557,-58.31881552,
Tanti,Córdoba,Argentina,10949,-31.3547964,-64.59234725,
San Bernardo,Buenos Aires,Argentina,10943,-36.68679203,-56.67906087,
La Merced,Salta,Argentina,10943,-24.96694527,-65.48901418,
Salsipuedes,Córdoba,Argentina,10918,-31.1423536,-64.29741847,
Laguna Blanca,Formosa,Argentina,10903,-25.1262643,-58.24045728,
Villa del Totoral,Córdoba,Argentina,10850,-30.70462187,-64.06814144,
Santa Ana,Tucumán,Argentina,10838,-27.47362463,-65.68538529,
